photoid,school,hispanic,female1,female2,female3,female4,grades1,grades2,grades3,grades4,eversmk1,eversmk2,eversmk3,eversmk4,everdrk1,everdrk2,everdrk3,everdrk4,home1,home2,home3,home4,sch_friend11,sch_friend12,sch_friend13,sch_friend14,sch_friend15,sch_friend16,sch_friend17,sch_friend18,sch_friend19,sch_friend110,sch_friend111,sch_friend112,sch_friend113,sch_friend114,sch_friend115,sch_friend116,sch_friend117,sch_friend118,sch_friend119,sch_friend21,sch_friend22,sch_friend23,sch_friend24,sch_friend25,sch_friend26,sch_friend27,sch_friend28,sch_friend29,sch_friend210,sch_friend211,sch_friend212,sch_friend213,sch_friend214,sch_friend215,sch_friend216,sch_friend217,sch_friend218,sch_friend219,sch_friend31,sch_friend32,sch_friend33,sch_friend34,sch_friend35,sch_friend36,sch_friend37,sch_friend38,sch_friend39,sch_friend310,sch_friend311,sch_friend312,sch_friend313,sch_friend314,sch_friend315,sch_friend316,sch_friend317,sch_friend318,sch_friend319,sch_friend41,sch_friend42,sch_friend43,sch_friend44,sch_friend45,sch_friend46,sch_friend47,sch_friend48,sch_friend49,sch_friend410,sch_friend411,sch_friend412,sch_friend413,sch_friend414,sch_friend415,sch_friend416,sch_friend417,sch_friend418,sch_friend419
165,111,1,0,NA,NA,NA,3.5,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,42,110,175,177,441,257,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,111,1,1,1,NA,NA,4.5,4,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,49,71,116,106,131,474,NA,12,10,6,87,120,75,68,72,121,124,154,168,49,71,259,350,229,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,111,1,0,0,NA,NA,3.5,3.5,NA,NA,0,0,0,0,0,0,0,0,2,2,NA,NA,451,94,477,483,484,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,483,484,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,111,1,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,NA,NA,NA,362,261,275,168,42,23,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,111,NA,0,0,NA,NA,5,5,NA,NA,0,0,0,0,1,1,1,1,1,1,NA,NA,48,4,361,574,333,NA,NA,82,186,65,299,508,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,361,65,103,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,111,NA,0,0,NA,NA,4.5,5,NA,NA,1,1,1,1,NA,NA,NA,NA,3,2,NA,NA,325,209,383,170,581,245,529,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,325,245,333,295,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,111,1,1,NA,1,NA,2.5,2.5,2.5,NA,1,1,1,1,0,0,0,0,2,2,2,NA,211,204,24,195,212,250,118,23,21,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,119,204,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,27,NA,462,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,111,0,1,1,NA,NA,4.5,4.5,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,25,135,56,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,135,268,NA,NA,NA,NA,84,269,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,111,0,1,1,NA,NA,5,5,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,4,184,588,582,532,176,NA,156,450,48,548,580,NA,NA,NA,NA,NA,NA,NA,582,588,184,123,NA,NA,NA,580,574,532,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,111,1,0,0,0,NA,5,5,5,NA,0,0,0,0,0,0,0,0,2,2,2,NA,614,630,606,502,410,429,360,2,4,5,12,36,49,127,81,78,502,410,308,45,2,49,72,129,199,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,162,199,410,473,502,549,124,162,199,410,473,502,549,53,66,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,111,1,1,NA,NA,NA,1.5,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,608,232,449,286,569,NA,NA,608,232,449,286,569,512,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,111,1,1,NA,NA,NA,2.5,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,578,231,618,430,390,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,111,1,0,0,0,NA,4,4,3.5,NA,0,0,0,0,NA,NA,NA,NA,1,1,1,NA,49,410,506,549,NA,NA,NA,284,72,189,26,226,265,574,NA,NA,NA,NA,NA,410,49,506,189,549,104,284,319,26,502,151,225,398,547,NA,NA,NA,NA,NA,410,506,NA,NA,NA,NA,NA,189,104,15,NA,49,402,267,227,284,319,120,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,111,1,0,0,0,NA,3,2,3,NA,1,1,1,1,1,1,1,1,1,1,1,NA,493,556,56,110,137,42,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,441,202,205,110,204,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,111,1,0,NA,NA,NA,4.5,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,6,13,200,207,246,256,NA,266,270,308,348,352,NA,NA,NA,NA,NA,NA,NA,6,502,348,356,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,111,NA,1,NA,NA,NA,5,NA,NA,NA,0,0,0,0,0,0,0,0,3,NA,NA,NA,126,123,595,178,400,397,271,184,157,233,382,141,377,504,271,NA,NA,NA,NA,126,123,595,400,157,588,184,382,141,271,68,233,609,581,585,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,111,1,0,NA,0,NA,3,NA,3,NA,1,1,1,1,0,0,0,0,2,NA,2,NA,2,138,173,239,341,393,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,138,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,81,76,423,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,111,1,1,1,NA,NA,4,4.5,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,455,214,300,602,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,214,44,541,554,586,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,111,NA,1,1,NA,NA,4.5,4.5,NA,NA,0,0,0,0,0,0,0,0,3,3,NA,NA,581,593,583,271,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,111,0,1,1,NA,NA,5,5,NA,NA,0,0,0,0,0,0,0,0,2,1,NA,NA,553,216,406,84,305,109,262,3,25,91,156,157,209,213,233,234,245,281,585,609,406,135,553,25,262,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,111,1,0,NA,NA,NA,2,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,510,454,468,479,489,NA,NA,340,322,360,332,240,346,250,242,125,87,90,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,111,1,NA,0,NA,NA,NA,4.5,NA,NA,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,325,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,111,NA,0,NA,NA,NA,4.5,4.5,NA,NA,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,529,621,109,83,383,150,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,529,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,111,1,0,0,0,NA,3.5,2.5,3,NA,0,0,0,0,0,0,0,0,2,2,2,NA,189,26,76,49,199,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,151,NA,NA,NA,NA,NA,151,NA,162,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,111,1,1,NA,NA,NA,2.5,NA,NA,NA,0,0,0,0,1,1,1,1,1,NA,NA,NA,429,90,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,111,1,1,NA,NA,NA,1.5,NA,NA,NA,0,0,0,0,1,1,1,1,2,NA,NA,NA,13,569,191,608,34,445,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,111,1,1,1,NA,NA,2.5,3.5,NA,NA,0,0,0,0,NA,NA,NA,NA,3,1,NA,NA,313,72,360,402,446,136,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,111,1,0,NA,0,NA,3,4.5,2.5,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,360,489,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,23,NA,NA,NA,49,NA,66,2,NA,116,121,139,154,152,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,111,1,1,1,1,NA,4.5,4.5,4,NA,0,0,0,0,NA,NA,NA,NA,2,2,2,NA,301,539,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,539,561,577,134,396,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,554,NA,577,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,111,1,1,1,NA,NA,3.5,2.5,NA,NA,1,1,1,1,0,0,0,0,2,2,NA,NA,158,543,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,387,NA,NA,NA,NA,158,NA,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,111,1,0,NA,0,NA,4.5,NA,4,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,180,528,539,535,619,24,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,258,295,330,383,350,180,450,109,84,144,146,172,187,230,249,315,332,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,111,1,1,NA,NA,NA,4.5,NA,NA,NA,0,0,0,0,1,1,1,1,2,NA,NA,NA,229,440,30,334,55,192,517,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,111,1,0,0,NA,NA,2.5,2.5,NA,NA,1,1,1,1,1,1,1,1,2,2,NA,NA,526,16,17,308,2,208,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,111,1,1,1,1,NA,3.5,2.5,2.5,NA,1,1,1,1,1,1,1,1,2,2,2,NA,454,291,601,610,510,552,110,448,387,429,439,482,466,503,339,579,445,606,627,454,445,38,466,493,NA,NA,454,445,38,466,493,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,111,1,0,0,NA,NA,4.5,4.5,NA,NA,1,1,1,1,1,1,1,1,2,2,NA,NA,271,175,162,199,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,195,468,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,111,0,1,1,NA,NA,5,4.5,NA,NA,0,0,0,0,0,0,0,0,2,2,NA,NA,590,567,629,398,575,563,269,7,383,400,508,509,622,57,170,143,145,NA,NA,590,505,567,57,398,622,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,111,NA,1,1,NA,NA,5,5,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,281,NA,NA,NA,NA,NA,NA,281,371,553,216,NA,NA,NA,NA,NA,NA,NA,NA,281,609,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,111,NA,1,1,NA,NA,5,5,NA,NA,0,0,0,0,0,0,0,0,3,3,NA,NA,563,505,383,295,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,111,NA,1,1,NA,NA,5,5,NA,NA,0,0,0,0,0,0,0,0,2,2,NA,NA,56,481,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,111,1,0,0,0,NA,NA,1.5,1,NA,0,0,0,0,0,0,0,0,3,NA,2,NA,526,513,534,536,559,576,531,200,513,559,207,208,468,526,161,320,41,194,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,558,5,NA,43,146,86,501,558,5,NA,43,146,86,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,111,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,NA,NA,NA,315,288,282,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,111,NA,1,1,NA,NA,4.5,4.5,NA,NA,0,0,0,0,0,0,0,0,1,3,NA,NA,109,268,371,NA,NA,NA,NA,216,84,140,170,609,416,NA,NA,NA,NA,NA,NA,609,268,109,218,NA,NA,NA,68,609,268,109,218,305,NA,295,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,111,1,1,NA,NA,NA,3.5,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,34,98,191,250,434,552,54,34,98,191,250,434,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,111,1,NA,0,1,NA,NA,4.5,3.5,NA,0,0,0,0,0,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,64,292,NA,NA,NA,NA,21,NA,254,411,540,608,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,111,1,1,1,1,NA,2,2.5,2.5,NA,1,1,1,1,1,1,1,1,2,2,2,NA,34,569,13,61,191,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,177,NA,366,42,28,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,260,360,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,111,1,1,1,NA,NA,3.5,4.5,NA,NA,0,0,0,0,1,1,1,1,1,1,NA,NA,70,434,NA,NA,NA,NA,NA,425,517,55,116,42,NA,NA,NA,NA,NA,NA,NA,187,74,NA,231,212,287,291,187,74,231,212,287,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,111,1,0,0,NA,NA,2,2.5,NA,NA,0,0,0,0,0,0,0,0,2,2,NA,NA,550,312,562,53,510,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,111,1,0,0,NA,NA,2.5,2.5,NA,NA,1,1,1,1,1,1,1,1,3,1,NA,NA,246,242,489,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,489,310,240,NA,NA,NA,340,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,111,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,NA,NA,NA,371,254,43,597,46,261,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,46,357,371,210,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
